review_scores_rating,accommodates,guests_included,availability_365,number_of_reviews_ltm,minimum_nights_avg_ntm,maximum_nights_avg_ntm,bathrooms,bedrooms,beds,host_listings_count,price,extra_people,security_deposit,cleaning_fee,host_response_rate,maximum_nights,minimum_nights,city,host_response_time,property_type,room_type,bed_type,cancellation_policy,is_location_exact,requires_license,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,neighbourhood_cleansed,first_review,last_review,host_since
96.0,4,2,317,2,30,365,1.0,0.0,2.0,12.0,100,5,400.0,100.0,68,365,30,San Francisco,within a day,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.77388,-122.43298,Western Addition,2813.0,134.0,3173.0
84.0,2,1,349,2,30,1125,1.0,1.0,1.0,42.0,37,15,150.0,35.0,81,1125,30,San Francisco,within a day,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.73137,-122.42532,Excelsior,3127.0,64.0,3237.0
88.0,2,1,290,3,30,1825,1.0,1.0,1.0,42.0,45,15,150.0,40.0,81,1825,30,San Francisco,within a day,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.73048,-122.42493999999999,Excelsior,3085.0,64.0,3237.0
98.0,2,2,149,31,3,31,1.0,1.0,1.0,1.0,135,0,,50.0,100,31,3,San Francisco,within an hour,House,Entire home/apt,Real Bed,moderate,True,True,False,True,True,True,True,True,37.73838,-122.43375,Glen Park,3117.0,1.0,3159.0
82.0,3,1,296,3,30,1825,1.0,1.0,1.0,42.0,57,15,150.0,50.0,81,1825,30,San Francisco,within a day,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.73134,-122.42456999999999,Excelsior,2851.0,63.0,3237.0
95.0,1,1,206,22,30,360,2.0,1.0,1.0,4.0,75,0,300.0,100.0,90,360,30,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,True,True,False,False,True,True,37.75615,-122.41927,Mission,3052.0,24.0,3408.0
98.0,2,2,106,12,30,90,1.0,1.0,1.0,1.0,140,20,500.0,100.0,100,90,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.77065,-122.44252,Haight Ashbury,2052.0,21.0,3434.0
94.0,4,2,164,4,30,330,1.0,1.0,2.0,1.0,83,10,200.0,150.0,,330,30,San Francisco,,Condominium,Entire home/apt,Real Bed,moderate,False,True,False,False,False,True,True,False,37.784929999999996,-122.44618,Western Addition,3084.0,13.0,3134.0
78.0,3,1,304,1,30,1825,1.0,1.0,1.0,42.0,45,15,150.0,35.0,81,1825,30,San Francisco,within a day,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.73152,-122.42546999999999,Excelsior,3009.0,293.0,3237.0
97.0,1,1,246,12,1,365,1.0,1.0,1.0,1.0,90,0,300.0,55.0,100,365,1,San Francisco,within an hour,House,Private room,Real Bed,moderate,True,True,False,False,False,True,False,True,37.78528,-122.44358000000001,Western Addition,3065.0,4.0,3126.0
97.0,2,2,285,2,30,290,1.0,0.0,1.0,28.0,85,50,,155.0,100,290,30,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,super_strict_30,True,True,False,False,False,True,True,True,37.77483,-122.50952,Outer Richmond,2954.0,139.0,3433.0
95.0,2,1,44,45,22,30,1.0,1.0,1.0,2.0,85,15,200.0,60.0,100,30,5,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,moderate,True,True,False,True,True,True,True,True,37.75969,-122.44445,Castro/Upper Market,3082.0,1.0,3122.0
99.0,2,1,12,45,2,21,1.0,1.0,1.0,1.0,115,0,0.0,30.0,100,21,2,San Francisco,within a few hours,Guest suite,Private room,Real Bed,moderate,True,True,False,False,False,True,True,True,37.7455,-122.42898000000001,Noe Valley,3100.0,2.0,3114.0
95.0,6,4,306,1,30,730,1.5,2.0,3.0,1.0,201,20,300.0,150.0,100,730,30,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.76194,-122.44928999999999,Haight Ashbury,2936.0,285.0,3107.0
94.0,1,1,270,4,30,365,0.0,1.0,1.0,9.0,59,20,,70.0,100,365,30,San Francisco,within a few hours,Apartment,Private room,Real Bed,moderate,True,True,False,False,False,True,True,False,37.79176,-122.42476,Pacific Heights,3069.0,74.0,3330.0
96.0,4,3,0,258,4,18,1.0,2.0,3.0,1.0,185,0,300.0,100.0,,18,4,San Francisco,,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,False,True,True,37.76809,-122.42438999999999,Mission,541.0,1.0,3096.0
100.0,5,4,39,1,4,29,2.0,3.0,3.0,1.0,450,0,,,100,29,4,San Francisco,within a day,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.75629,-122.42518000000001,Mission,2999.0,97.0,3094.0
97.0,1,1,192,1,30,730,2.5,1.0,1.0,20.0,30,0,300.0,,91,730,30,San Francisco,within an hour,House,Shared room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.792970000000004,-122.40664,Chinatown,2588.0,166.0,3209.0
80.0,1,1,364,1,45,730,1.0,1.0,1.0,4.0,85,85,500.0,85.0,,730,45,San Francisco,,House,Private room,Airbed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.757540000000006,-122.49852,Outer Sunset,744.0,58.0,3085.0
99.0,2,2,68,2,30,60,2.0,2.0,2.0,1.0,130,100,150.0,150.0,100,60,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,True,False,True,True,37.78535,-122.41515,Downtown/Civic Center,3078.0,173.0,3182.0
94.0,4,2,345,54,2,1125,1.0,2.0,2.0,1.0,125,40,0.0,50.0,100,1125,2,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,moderate,True,True,True,False,False,True,True,True,37.733270000000005,-122.46435,West of Twin Peaks,3042.0,1.0,3079.0
94.0,4,2,317,1,30,730,1.0,2.0,2.0,1.0,120,10,300.0,150.0,,730,30,San Francisco,,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.71549,-122.38922,Bayview,2972.0,63.0,3078.0
95.0,1,1,303,1,30,730,2.5,1.0,1.0,7.0,30,0,300.0,,100,730,30,San Francisco,within a few hours,House,Shared room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.79294,-122.40659,Chinatown,2623.0,56.0,3076.0
97.0,1,1,323,101,1,1125,1.0,1.0,1.0,,125,50,0.0,0.0,,1125,1,San Francisco,,Condominium,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,,,,37.76102,-122.43005,Castro/Upper Market,3061.0,1.0,
98.0,4,2,49,5,30,30,1.0,1.0,2.0,2.0,125,15,1000.0,135.0,100,30,30,San Francisco,within an hour,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.80591,-122.4083,North Beach,3047.0,13.0,3074.0
99.0,2,2,108,0,30,365,1.0,1.0,1.0,1.0,200,75,200.0,150.0,,365,30,San Francisco,,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.77083,-122.43109,Western Addition,2720.0,826.0,3066.0
97.0,5,5,301,2,30,151,1.0,3.0,3.0,1.0,150,0,550.0,125.0,43,151,30,San Francisco,a few days or more,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,True,False,True,True,37.76813,-122.44493999999999,Haight Ashbury,2947.0,50.0,3061.0
99.0,3,2,261,14,3,15,1.0,1.0,2.0,1.0,328,100,700.0,120.0,100,15,3,San Francisco,within a day,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.75887,-122.43565,Castro/Upper Market,3045.0,20.0,3059.0
87.0,2,1,365,1,32,90,4.0,1.0,1.0,10.0,65,12,200.0,50.0,86,90,32,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.766090000000005,-122.45126,Haight Ashbury,2644.0,57.0,3768.0
98.0,2,2,295,6,30,90,1.0,1.0,1.0,1.0,97,20,,100.0,100,90,30,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,False,37.75586,-122.42092,Mission,3045.0,36.0,3056.0
96.0,2,1,142,29,1,10,1.0,1.0,1.0,1.0,69,0,,45.0,90,10,1,San Francisco,within an hour,House,Private room,Real Bed,moderate,True,True,False,False,False,True,True,True,37.739740000000005,-122.42298999999998,Bernal Heights,3038.0,16.0,3054.0
97.0,4,4,4,4,4,14,1.0,2.0,2.0,1.0,300,100,500.0,130.0,100,14,4,San Francisco,within a day,Condominium,Entire home/apt,Real Bed,moderate,True,True,False,True,True,False,True,True,37.80356,-122.42589,Marina,3018.0,31.0,3053.0
94.0,6,6,0,0,4,30,1.5,3.0,3.0,1.0,550,100,1000.0,200.0,,30,4,San Francisco,,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.7806,-122.47596999999999,Inner Richmond,3038.0,1169.0,3052.0
97.0,2,2,30,30,30,180,1.0,1.0,1.0,3.0,102,200,200.0,70.0,100,180,30,San Francisco,within an hour,House,Private room,Real Bed,flexible,True,True,False,True,True,True,True,True,37.74708,-122.42456000000001,Bernal Heights,2765.0,14.0,3049.0
96.0,2,1,362,0,30,30,1.5,1.0,1.0,1.0,150,50,200.0,35.0,100,30,30,San Francisco,within a day,Apartment,Entire home/apt,Futon,flexible,True,True,False,False,False,False,True,False,37.76463,-122.47435,Inner Sunset,3024.0,2148.0,3048.0
98.0,8,6,54,3,6,1125,2.0,4.0,5.0,4.0,1200,75,2000.0,250.0,100,1125,6,San Francisco,within an hour,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.755590000000005,-122.42953,Noe Valley,2960.0,49.0,3055.0
93.0,3,2,356,21,30,30,1.0,1.0,1.0,1.0,150,50,500.0,100.0,,30,30,San Francisco,,Apartment,Entire home/apt,Real Bed,flexible,True,True,False,False,False,False,True,True,37.79835,-122.4042,North Beach,3027.0,125.0,3056.0
99.0,2,2,236,10,5,365,1.0,1.0,1.0,1.0,150,25,,50.0,,365,5,San Francisco,,House,Private room,Real Bed,flexible,True,True,False,False,False,False,True,True,37.75823,-122.43273,Castro/Upper Market,3016.0,93.0,3285.0
97.0,2,1,15,6,2,7,1.5,1.0,1.0,3.0,90,10,300.0,35.0,100,7,2,San Francisco,within an hour,Apartment,Private room,Real Bed,moderate,True,True,False,True,True,True,True,True,37.73874,-122.41623999999999,Bernal Heights,3013.0,39.0,3046.0
98.0,4,4,50,13,4,25,1.0,2.0,2.0,1.0,399,25,250.0,150.0,100,25,4,San Francisco,within a few hours,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,True,True,True,37.78471,-122.48125,Outer Richmond,2914.0,26.0,3053.0
94.0,1,1,343,3,30,365,,1.0,1.0,9.0,56,0,0.0,70.0,100,365,30,San Francisco,within a few hours,Apartment,Private room,Real Bed,moderate,True,True,False,False,False,True,True,False,37.79336,-122.42506000000002,Pacific Heights,3017.0,13.0,3330.0
92.0,4,4,274,2,30,90,1.5,2.0,4.0,4.0,230,15,200.0,195.0,100,90,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.74599,-122.44532,Diamond Heights,3025.0,199.0,3039.0
99.0,6,1,0,0,5,21,1.0,2.0,4.0,1.0,275,0,500.0,150.0,,21,5,San Francisco,,Apartment,Entire home/apt,Real Bed,flexible,True,True,False,False,False,False,True,True,37.76787,-122.43172,Castro/Upper Market,3001.0,440.0,3037.0
85.0,2,2,0,0,60,120,1.0,1.0,1.0,4.0,165,10,200.0,75.0,100,120,60,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.800940000000004,-122.4275,Marina,2884.0,526.0,3039.0
82.0,2,2,0,41,30,30,1.0,1.0,2.0,4.0,115,15,200.0,75.0,100,30,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.75195,-122.44928,Twin Peaks,1445.0,12.0,3039.0
94.0,4,4,283,3,30,365,1.0,2.0,2.0,6.0,148,20,200.0,100.0,92,365,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,True,True,True,True,37.76202,-122.41876,Mission,3010.0,16.0,3371.0
99.0,2,1,66,27,3,5,1.0,1.0,1.0,1.0,75,0,200.0,30.0,100,5,3,San Francisco,within an hour,Townhouse,Private room,Real Bed,strict_14_with_grace_period,True,True,False,True,True,True,True,False,37.762,-122.39391,Potrero Hill,2959.0,19.0,3034.0
95.0,2,1,347,42,1,360,1.0,1.0,1.0,2.0,149,10,,110.0,90,360,1,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,True,True,True,37.777609999999996,-122.50378,Outer Richmond,3011.0,13.0,3021.0
97.0,2,1,146,37,5,26,1.0,1.0,1.0,5.0,69,19,250.0,35.0,100,26,5,San Francisco,within an hour,House,Private room,Real Bed,moderate,True,True,False,True,True,True,True,True,37.74159,-122.46578000000001,West of Twin Peaks,3013.0,5.0,3019.0
96.0,4,2,89,8,30,330,1.0,1.0,2.0,1.0,220,20,800.0,80.0,100,330,30,San Francisco,within a few hours,Guesthouse,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,True,False,True,True,37.76194,-122.43238999999998,Castro/Upper Market,2968.0,97.0,3017.0
97.0,4,2,72,5,30,180,1.0,1.0,1.0,1.0,185,20,1000.0,250.0,100,180,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,False,37.76827,-122.44678,Haight Ashbury,2975.0,14.0,3017.0
87.0,2,2,296,0,30,1125,1.0,0.0,2.0,28.0,110,50,,155.0,100,1125,30,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,super_strict_30,True,True,False,False,False,True,True,True,37.79018,-122.40475,Financial District,2963.0,1565.0,3433.0
94.0,2,2,326,1,30,1125,1.0,0.0,2.0,28.0,135,50,,155.0,100,1125,30,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,super_strict_30,True,True,False,False,False,True,True,True,37.79076,-122.40403,Financial District,2964.0,43.0,3433.0
83.0,2,1,353,1,30,1825,1.0,1.0,1.0,42.0,37,15,150.0,30.0,81,1825,30,San Francisco,within a day,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.731429999999996,-122.42325,Excelsior,2967.0,194.0,3237.0
97.0,4,1,116,3,30,1125,1.0,2.0,2.0,2.0,135,0,,75.0,81,1125,30,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,False,37.79675,-122.40781000000001,Chinatown,2995.0,42.0,3012.0
97.0,4,3,293,41,3,28,1.0,2.0,2.0,1.0,220,50,500.0,90.0,100,28,3,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,True,True,True,True,True,37.736259999999994,-122.43677,Glen Park,2693.0,2.0,2997.0
96.0,1,1,364,34,29,360,2.0,1.0,1.0,4.0,75,0,300.0,85.0,90,360,29,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,False,True,False,False,True,True,37.75757,-122.41938999999999,Mission,2977.0,69.0,3408.0
98.0,2,1,26,10,2,7,1.5,1.0,1.0,3.0,90,10,300.0,35.0,100,7,2,San Francisco,within an hour,Apartment,Private room,Real Bed,moderate,True,True,False,True,True,True,True,True,37.73856,-122.41686999999999,Bernal Heights,2980.0,39.0,3046.0
97.0,2,1,27,8,9,60,1.0,1.0,1.0,1.0,150,0,200.0,90.0,100,60,5,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.80318,-122.42976999999999,Marina,2580.0,13.0,2991.0
97.0,2,2,237,80,2,14,1.0,1.0,1.0,1.0,138,0,200.0,43.0,100,14,2,San Francisco,within an hour,Guest suite,Entire home/apt,Pull-out Sofa,moderate,True,True,False,True,True,True,True,True,37.773109999999996,-122.44979,Haight Ashbury,2981.0,4.0,3074.0
99.0,1,1,0,18,6,50,1.5,1.0,1.0,1.0,80,20,0.0,20.0,100,50,6,San Francisco,within an hour,Apartment,Private room,Real Bed,moderate,True,True,True,False,False,True,True,True,37.74557,-122.41187,Bernal Heights,2972.0,21.0,2979.0
100.0,2,1,330,0,30,730,1.0,1.0,1.0,1.0,182,0,,225.0,,730,30,San Francisco,,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,False,37.8034,-122.40485,North Beach,514.0,417.0,2977.0
97.0,4,4,255,2,30,360,1.5,1.0,2.0,1.0,136,200,1000.0,99.0,,360,30,San Francisco,,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.77756,-122.43326,Western Addition,2964.0,148.0,2976.0
100.0,1,1,303,0,30,730,2.5,1.0,1.0,20.0,30,0,300.0,,91,730,30,San Francisco,within an hour,House,Shared room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.79507,-122.40498000000001,Chinatown,2232.0,403.0,3209.0
97.0,1,1,295,1,30,365,2.5,1.0,1.0,20.0,30,0,300.0,,91,365,30,San Francisco,within an hour,House,Shared room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.79466,-122.40523,Chinatown,2849.0,155.0,3209.0
80.0,1,1,303,0,30,365,2.5,1.0,1.0,20.0,30,0,300.0,,91,365,30,San Francisco,within an hour,House,Shared room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.79291,-122.40637,Chinatown,2120.0,835.0,3209.0
96.0,8,6,197,61,2,90,1.0,3.0,5.0,1.0,295,25,300.0,132.0,100,90,2,San Francisco,within an hour,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,True,True,True,True,37.74446,-122.43776000000001,Noe Valley,2946.0,14.0,2968.0
96.0,1,1,84,0,30,90,2.5,1.0,1.0,8.0,79,30,250.0,99.0,100,90,30,San Francisco,within an hour,Apartment,Private room,Real Bed,flexible,True,True,True,False,False,True,True,True,37.78265,-122.48971,Outer Richmond,2664.0,398.0,3097.0
96.0,2,2,0,57,3,14,1.0,1.0,1.0,1.0,165,30,200.0,60.0,100,14,3,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,True,True,True,37.80242,-122.4144,Russian Hill,2939.0,7.0,2967.0
93.0,2,1,340,97,1,5,2.0,1.0,1.0,5.0,92,7,200.0,30.0,100,5,1,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.77118,-122.44963,Haight Ashbury,2954.0,0.0,2965.0
100.0,4,1,0,11,5,90,2.0,2.0,1.0,3.0,178,0,2000.0,250.0,100,90,5,San Francisco,within a day,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.75551,-122.40881999999999,Mission,330.0,167.0,2962.0
91.0,4,2,333,96,1,5,2.0,1.0,2.0,5.0,98,30,200.0,30.0,100,5,1,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.77108,-122.44941999999999,Haight Ashbury,2952.0,0.0,2965.0
89.0,2,1,308,103,1,5,2.0,1.0,1.0,5.0,78,7,200.0,30.0,100,5,1,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.77085,-122.44811000000001,Haight Ashbury,2948.0,1.0,2965.0
96.0,6,4,179,6,30,180,2.0,3.0,3.0,2.0,325,25,1000.0,200.0,,180,30,San Francisco,,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,True,True,True,True,37.76146,-122.43817,Castro/Upper Market,2891.0,111.0,2961.0
99.0,2,1,75,0,5,14,1.0,1.0,1.0,1.0,147,0,500.0,85.0,100,14,5,San Francisco,within a day,House,Entire home/apt,Real Bed,moderate,True,True,False,False,False,False,True,False,37.74382,-122.41773,Bernal Heights,2952.0,369.0,2958.0
91.0,2,1,0,90,2,30,2.0,1.0,2.0,2.0,75,25,100.0,25.0,100,30,2,San Francisco,within an hour,House,Private room,Real Bed,flexible,True,True,False,False,True,False,True,True,37.72652,-122.43468,Outer Mission,175.0,2.0,3013.0
94.0,4,2,346,3,30,365,1.0,0.0,3.0,12.0,110,5,400.0,100.0,68,365,30,San Francisco,within a day,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.76468,-122.44523000000001,Haight Ashbury,2927.0,57.0,3173.0
89.0,2,1,331,78,1,5,2.0,1.0,1.0,5.0,78,7,200.0,30.0,100,5,1,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.77042,-122.45018999999999,Haight Ashbury,2948.0,4.0,2965.0
95.0,6,1,35,39,2,30,2.5,1.0,1.0,4.0,139,50,0.0,50.0,100,30,2,San Francisco,within an hour,Condominium,Private room,Real Bed,moderate,True,True,False,False,False,False,True,False,37.80281,-122.4154,Russian Hill,2948.0,6.0,3255.0
98.0,2,2,31,43,2,1125,1.0,1.0,1.0,1.0,145,20,500.0,105.0,100,1125,2,San Francisco,within an hour,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.75632,-122.40478,Mission,2943.0,6.0,2947.0
96.0,2,2,41,18,3,5,1.0,1.0,1.0,1.0,99,0,150.0,35.0,,5,3,San Francisco,,Apartment,Private room,Real Bed,moderate,True,True,False,False,False,True,True,True,37.7684,-122.43086000000001,Castro/Upper Market,2867.0,40.0,2945.0
99.0,2,1,348,25,1,365,0.5,1.0,1.0,1.0,120,30,,25.0,70,365,1,San Francisco,within a day,Apartment,Private room,Real Bed,moderate,True,True,False,True,True,False,True,True,37.76968,-122.45193,Haight Ashbury,2938.0,24.0,2942.0
93.0,3,1,79,56,1,14,,1.0,3.0,20.0,45,45,0.0,0.0,91,14,1,San Francisco,within an hour,Hostel,Shared room,Real Bed,flexible,True,True,True,False,False,False,True,False,37.793409999999994,-122.4034,Financial District,2938.0,16.0,3209.0
97.0,4,2,0,0,30,365,1.0,1.0,1.0,4.0,135,25,500.0,125.0,100,365,30,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.73819,-122.41566,Bernal Heights,2798.0,1363.0,2047.0
89.0,10,8,309,5,1,365,4.0,4.0,4.0,5.0,989,150,500.0,300.0,84,365,2,San Francisco,within an hour,Townhouse,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.791140000000006,-122.41028999999999,Nob Hill,2823.0,15.0,2938.0
